"subplot_id","year","speriod","dwd_fuel_10h","dwd_fuel_100h","dwd_fuel_1000h_s","dwd_fuel_1000h_r","tree_cover_ttl","tree_cvr_CELE3","tree_cvr_JUOC","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","tree_cvr_PIPO","rcode","scode","pcode","ptype","sp_number","treatment"
"JP-GR-BC006","06","001",1843,2647,3368,0,6.1,0,0,4.4,1.7,0,0,"JP","GR","B","CP","006","FI"
"JP-GR-BC006","08","001",929,1434,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","006","FI"
"JP-GR-BC006","09","001",69,0,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","006","FI"
"JP-GR-BC006","10","001",610,1323,0,0,0,0,0,0,0,0,0,"JP","GR","B","CP","006","FI"
"JP-GR-BC006","13","001",347,551,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","006","FI"
"JP-GR-BC006","17","001",568,772,266,200,0,0,0,0,0,0,0,"JP","GR","B","CP","006","FI"
"JP-GR-BC009","06","001",402,1323,1483,1751,12.2,0,0,1.5,10.7,0,0,"JP","GR","B","CP","009","FI"
"JP-GR-BC009","08","001",1067,772,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","009","FI"
"JP-GR-BC009","09","001",638,772,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","009","FI"
"JP-GR-BC009","10","001",776,1213,329,0,0,0,0,0,0,0,0,"JP","GR","B","CP","009","FI"
"JP-GR-BC009","13","001",194,441,398,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","009","FI"
"JP-GR-BC009","17","001",998,1434,1375,0,1.5,0,0,0,1.5,0,0,"JP","GR","B","CP","009","FI"
"JP-GR-BC013","06","001",1344,2206,5302,0,9.7,0,0,6.8,2.9,0,0,"JP","GR","B","CP","013","FI"
"JP-GR-BC013","08","001",1067,1103,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","013","FI"
"JP-GR-BC013","09","001",236,331,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","013","FI"
"JP-GR-BC013","10","001",832,1213,0,0,0,0,0,0,0,0,0,"JP","GR","B","CP","013","FI"
"JP-GR-BC013","13","001",430,221,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","013","FI"
"JP-GR-BC013","17","001",901,1985,0,760,0,0,0,0,0,0,0,"JP","GR","B","CP","013","FI"
"JP-GR-BC014","06","001",1372,2647,329,0,16.8,0,0,8.6,8.2,0,0,"JP","GR","B","CP","014","FI"
"JP-GR-BC014","08","001",1164,4080,398,158,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","014","FI"
"JP-GR-BC014","09","001",541,1985,280,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","014","FI"
"JP-GR-BC014","10","001",1026,772,0,0,0,0,0,0,0,0,0,"JP","GR","B","CP","014","FI"
"JP-GR-BC014","13","001",693,2426,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","014","FI"
"JP-GR-BC014","17","001",721,1434,1858,0,3.4,0,0,0,3.4,0,0,"JP","GR","B","CP","014","FI"
"JP-GR-BC018","06","001",693,1654,1924,0,11.8,0,0,0.4,11.4,0,0,"JP","GR","B","CP","018","FI"
"JP-GR-BC018","08","001",832,331,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","018","FI"
"JP-GR-BC018","09","001",748,1654,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","018","FI"
"JP-GR-BC018","10","001",790,441,0,0,0,0,0,0,0,0,0,"JP","GR","B","CP","018","FI"
"JP-GR-BC018","13","001",402,110,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","018","FI"
"JP-GR-BC018","17","001",1635,882,842,0,3.2,0,0,0,3.2,0,0,"JP","GR","B","CP","018","FI"
"JP-GR-BC020","06","001",1261,1764,5342,0,8.6,0,0,3.1,5.5,0,0,"JP","GR","B","CP","020","FI"
"JP-GR-BC020","08","001",1178,1764,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","020","FI"
"JP-GR-BC020","09","001",125,441,329,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","020","FI"
"JP-GR-BC020","10","001",263,772,329,0,0,0,0,0,0,0,0,"JP","GR","B","CP","020","FI"
"JP-GR-BC020","13","001",499,1434,211,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","020","FI"
"JP-GR-BC020","17","001",374,221,595,0,2.4,0,0,0,2.4,0,0,"JP","GR","B","CP","020","FI"
"JP-GR-BC026","06","001",554,1654,819,0,22.2,0,0,6.6,15.6,0,0,"JP","GR","B","CP","026","FI"
"JP-GR-BC026","08","001",1109,1434,266,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","026","FI"
"JP-GR-BC026","09","001",402,2206,2223,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","026","FI"
"JP-GR-BC026","10","001",679,221,0,0,0,0,0,0,0,0,0,"JP","GR","B","CP","026","FI"
"JP-GR-BC026","13","001",319,1213,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","026","FI"
"JP-GR-BC026","17","001",208,772,0,513,1.6,0,0,0,1.6,0,0,"JP","GR","B","CP","026","FI"
"JP-GR-BC027","06","001",638,1875,664,0,4.9,0,0,2,2.9,0,0,"JP","GR","B","CP","027","FI"
"JP-GR-BC027","08","001",1247,3308,211,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","027","FI"
"JP-GR-BC027","09","001",859,3198,1187,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","027","FI"
"JP-GR-BC027","10","001",748,993,474,0,0,0,0,0,0,0,0,"JP","GR","B","CP","027","FI"
"JP-GR-BC027","13","001",333,1323,1395,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","027","FI"
"JP-GR-BC027","17","001",1095,1764,211,493,0,0,0,0,0,0,0,"JP","GR","B","CP","027","FI"
"JP-GR-BC030","06","001",679,1764,3898,0,12.2,0,0,5.6,6.6,0,0,"JP","GR","B","CP","030","FI"
"JP-GR-BC030","08","001",1428,882,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","030","FI"
"JP-GR-BC030","09","001",152,221,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","030","FI"
"JP-GR-BC030","10","001",305,1764,0,0,0,0,0,0,0,0,0,"JP","GR","B","CP","030","FI"
"JP-GR-BC030","13","001",568,882,539,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","030","FI"
"JP-GR-BC030","17","001",1150,2095,421,513,2.2,0,0,2,0.2,0,0,"JP","GR","B","CP","030","FI"
"JP-GR-BC031","06","001",679,882,211,0,18.5,0,0,6.8,11.7,0,0,"JP","GR","B","CP","031","FI"
"JP-GR-BC031","08","001",1358,2536,1895,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","031","FI"
"JP-GR-BC031","09","001",748,1764,822,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","031","FI"
"JP-GR-BC031","10","001",832,551,556,0,0,0,0,0,0,0,0,"JP","GR","B","CP","031","FI"
"JP-GR-BC031","13","001",582,1654,1980,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","031","FI"
"JP-GR-BC031","17","001",901,1544,3207,1300,3,0,0,3,0,0,0,"JP","GR","B","CP","031","FI"
"JP-GR-BC033","06","001",568,772,266,972,47.1,0,0,16.6,30.5,0,0,"JP","GR","B","CP","033","FI"
"JP-GR-BC033","08","001",1247,3750,822,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","033","FI"
"JP-GR-BC033","09","001",1178,1544,951,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","033","FI"
"JP-GR-BC033","10","001",1150,1764,645,0,0,0,0,0,0,0,0,"JP","GR","B","CP","033","FI"
"JP-GR-BC033","13","001",1067,3419,1694,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","033","FI"
"JP-GR-BC033","17","001",1261,2647,3871,247,16,0,0,4.3,11.7,0,0,"JP","GR","B","CP","033","FI"
"JP-GR-BC034","06","001",1095,551,1960,0,47.1,0,0,12.8,34.3,0,0,"JP","GR","B","CP","034","FI"
"JP-GR-BC034","08","001",1455,2316,329,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","034","FI"
"JP-GR-BC034","09","001",1649,3529,1204,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","034","FI"
"JP-GR-BC034","10","001",984,882,750,0,0,0,0,0,0,0,0,"JP","GR","B","CP","034","FI"
"JP-GR-BC034","13","001",402,2206,477,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","034","FI"
"JP-GR-BC034","17","001",776,2757,2635,358,17.2,0,0,2.7,14.5,0,0,"JP","GR","B","CP","034","FI"
"JP-GR-BC036","06","001",263,882,266,0,22,0,0,2.3,19.7,0,0,"JP","GR","B","CP","036","FI"
"JP-GR-BC036","08","001",1150,3750,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","036","FI"
"JP-GR-BC036","09","001",873,3639,1592,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","036","FI"
"JP-GR-BC036","10","001",1109,1103,211,0,0,0,0,0,0,0,0,"JP","GR","B","CP","036","FI"
"JP-GR-BC036","13","001",1428,3750,595,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","036","FI"
"JP-GR-BC036","17","001",1040,2867,951,0,0.8,0,0,0,0.8,0,0,"JP","GR","B","CP","036","FI"
"JP-GR-BC037","06","001",679,331,0,0,54.1,0,0,21.7,32.4,0,0,"JP","GR","B","CP","037","FI"
"JP-GR-BC037","08","001",1511,2206,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","037","FI"
"JP-GR-BC037","09","001",1081,4301,1569,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","037","FI"
"JP-GR-BC037","10","001",2148,7058,687,0,0,0,0,0,0,0,0,"JP","GR","B","CP","037","FI"
"JP-GR-BC037","13","001",457,3198,750,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","037","FI"
"JP-GR-BC037","17","001",1317,3198,1260,0,16.4,0,0,1.1,15.3,0,0,"JP","GR","B","CP","037","FI"
"JP-GR-BC038","06","001",444,1103,0,200,42.3,0,0,13.2,29.1,0,0,"JP","GR","B","CP","038","FI"
"JP-GR-BC038","08","001",1247,2316,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","038","FI"
"JP-GR-BC038","09","001",1234,2206,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","038","FI"
"JP-GR-BC038","10","001",1289,1985,796,0,0,0,0,0,0,0,0,"JP","GR","B","CP","038","FI"
"JP-GR-BC038","13","001",915,1103,421,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","B","CP","038","FI"
"JP-GR-BC038","17","001",1303,1323,2796,0,23.2,0,0,4.9,18.3,0,0,"JP","GR","B","CP","038","FI"
"JP-GR-CC003","06","001",402,1985,0,0,42.3,0,0,14.4,27.9,0,0,"JP","GR","C","CP","003","CO"
"JP-GR-CC003","08","001",1594,1544,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","003","CO"
"JP-GR-CC003","09","001",568,2316,266,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","003","CO"
"JP-GR-CC003","10","001",388,662,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","003","CO"
"JP-GR-CC003","12","001",1455,331,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","003","CO"
"JP-GR-CC003","13","001",333,1103,1256,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","003","CO"
"JP-GR-CC003","17","001",1109,1764,0,631,45.9,0,0,16.9,29,0,0,"JP","GR","C","CP","003","CO"
"JP-GR-CC004","06","001",319,1544,0,0,22.6,0,0,9.6,13,0,0,"JP","GR","C","CP","004","CO"
"JP-GR-CC004","08","001",776,882,211,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","004","CO"
"JP-GR-CC004","09","001",651,1434,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","004","CO"
"JP-GR-CC004","10","001",457,1103,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","004","CO"
"JP-GR-CC004","12","001",873,551,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","004","CO"
"JP-GR-CC004","13","001",263,1213,638,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","004","CO"
"JP-GR-CC004","17","001",679,882,740,2306,27.3,0,0,11.1,16.2,0,0,"JP","GR","C","CP","004","CO"
"JP-GR-CC006","06","001",236,551,477,0,25.8,0,0,5.4,20.4,0,0,"JP","GR","C","CP","006","CO"
"JP-GR-CC006","08","001",1095,993,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","006","CO"
"JP-GR-CC006","09","001",263,331,398,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","006","CO"
"JP-GR-CC006","10","001",402,0,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","006","CO"
"JP-GR-CC006","12","001",1150,441,398,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","006","CO"
"JP-GR-CC006","13","001",180,551,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","006","CO"
"JP-GR-CC006","17","001",693,772,477,513,28.3,0,0,6.8,21.5,0,0,"JP","GR","C","CP","006","CO"
"JP-GR-CC007","06","001",194,110,645,0,37.8,0,0,15.3,22.5,0,0,"JP","GR","C","CP","007","CO"
"JP-GR-CC007","08","001",541,1544,967,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","007","CO"
"JP-GR-CC007","09","001",333,441,329,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","007","CO"
"JP-GR-CC007","10","001",596,441,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","007","CO"
"JP-GR-CC007","12","001",610,772,556,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","007","CO"
"JP-GR-CC007","13","001",360,110,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","007","CO"
"JP-GR-CC007","17","001",388,1323,398,0,41.6,0,0,17,24.6,0,0,"JP","GR","C","CP","007","CO"
"JP-GR-CC008","06","001",485,2316,398,0,33.9,0,0,14.6,19.3,0,0,"JP","GR","C","CP","008","CO"
"JP-GR-CC008","08","001",679,2426,372,200,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","008","CO"
"JP-GR-CC008","09","001",499,1213,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","008","CO"
"JP-GR-CC008","10","001",568,551,1316,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","008","CO"
"JP-GR-CC008","12","001",1331,1875,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","008","CO"
"JP-GR-CC008","13","001",291,993,539,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","008","CO"
"JP-GR-CC008","17","001",1234,1985,211,200,30.9,0,0,14.2,16.7,0,0,"JP","GR","C","CP","008","CO"
"JP-GR-CC013","06","001",249,662,684,0,49.8,0,0,16.5,33.3,0,0,"JP","GR","C","CP","013","CO"
"JP-GR-CC013","08","001",1455,1213,842,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","013","CO"
"JP-GR-CC013","09","001",554,1875,556,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","013","CO"
"JP-GR-CC013","10","001",859,551,556,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","013","CO"
"JP-GR-CC013","12","001",1234,441,474,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","013","CO"
"JP-GR-CC013","13","001",291,1434,951,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","013","CO"
"JP-GR-CC013","17","001",333,772,0,772,55.1,0,0,15.8,39.3,0,0,"JP","GR","C","CP","013","CO"
"JP-GR-CC016","06","001",222,772,0,0,36.6,0,0,9.2,27.4,0,0,"JP","GR","C","CP","016","CO"
"JP-GR-CC016","08","001",679,2647,905,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","016","CO"
"JP-GR-CC016","09","001",305,1654,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","016","CO"
"JP-GR-CC016","10","001",956,662,556,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","016","CO"
"JP-GR-CC016","12","001",1344,1323,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","016","CO"
"JP-GR-CC016","13","001",152,993,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","016","CO"
"JP-GR-CC016","17","001",1220,1875,266,920,36.1,0,0,7.9,27.7,0.5,0,"JP","GR","C","CP","016","CO"
"JP-GR-CC017","06","001",333,1103,1296,0,16.1,0,0,6,10.1,0,0,"JP","GR","C","CP","017","CO"
"JP-GR-CC017","08","001",845,1985,967,247,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","017","CO"
"JP-GR-CC017","09","001",457,1213,645,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","017","CO"
"JP-GR-CC017","10","001",832,993,266,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","017","CO"
"JP-GR-CC017","12","001",596,772,1872,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","017","CO"
"JP-GR-CC017","13","001",360,1764,727,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","017","CO"
"JP-GR-CC017","17","001",444,441,161,575,20.7,0,0,6.7,14,0,0,"JP","GR","C","CP","017","CO"
"JP-GR-CC018","06","001",139,331,0,0,54.1,0,0,11.8,42.3,0,0,"JP","GR","C","CP","018","CO"
"JP-GR-CC018","08","001",1081,221,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","018","CO"
"JP-GR-CC018","09","001",416,662,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","018","CO"
"JP-GR-CC018","10","001",527,662,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","018","CO"
"JP-GR-CC018","12","001",1123,1764,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","018","CO"
"JP-GR-CC018","13","001",444,1103,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","018","CO"
"JP-GR-CC018","17","001",513,772,533,358,60.3,0,0,14.7,45.6,0,0,"JP","GR","C","CP","018","CO"
"JP-GR-CC027","06","001",1441,2536,3352,0,27.9,0,0,12.8,15.1,0,0,"JP","GR","C","CP","027","CO"
"JP-GR-CC027","08","001",790,1103,951,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","027","CO"
"JP-GR-CC027","09","001",638,993,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","027","CO"
"JP-GR-CC027","10","001",1123,882,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","027","CO"
"JP-GR-CC027","12","001",1109,1323,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","027","CO"
"JP-GR-CC027","13","001",291,772,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","027","CO"
"JP-GR-CC027","17","001",693,2095,1270,158,38.9,0,0,19.8,19.1,0,0,"JP","GR","C","CP","027","CO"
"JP-GR-CC029","06","001",832,1654,0,0,6.9,0,0,1.2,5.7,0,0,"JP","GR","C","CP","029","CO"
"JP-GR-CC029","08","001",1289,1213,329,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","029","CO"
"JP-GR-CC029","09","001",887,1654,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","029","CO"
"JP-GR-CC029","10","001",651,772,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","029","CO"
"JP-GR-CC029","12","001",1899,2426,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","029","CO"
"JP-GR-CC029","13","001",568,882,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","029","CO"
"JP-GR-CC029","17","001",1164,2647,0,878,7.4,0,0,1.3,6.1,0,0,"JP","GR","C","CP","029","CO"
"JP-GR-CC031","06","001",707,1103,266,0,12.5,0,0,6.8,5.7,0,0,"JP","GR","C","CP","031","CO"
"JP-GR-CC031","08","001",1400,1213,533,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","031","CO"
"JP-GR-CC031","09","001",596,2426,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","031","CO"
"JP-GR-CC031","10","001",1012,1103,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","031","CO"
"JP-GR-CC031","12","001",416,1764,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","031","CO"
"JP-GR-CC031","13","001",485,1654,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","031","CO"
"JP-GR-CC031","17","001",1026,772,0,599,15,0,0,7.6,6.6,0.8,0,"JP","GR","C","CP","031","CO"
"JP-GR-CC033","06","001",776,1875,1217,0,25.4,0,0,14.6,10.8,0,0,"JP","GR","C","CP","033","CO"
"JP-GR-CC033","08","001",1746,4521,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","033","CO"
"JP-GR-CC033","09","001",818,1764,0,298,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","033","CO"
"JP-GR-CC033","10","001",485,1323,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","033","CO"
"JP-GR-CC033","12","001",277,772,1424,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","033","CO"
"JP-GR-CC033","13","001",388,441,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","033","CO"
"JP-GR-CC033","17","001",1067,1544,819,158,29.9,0,0,16.6,13.3,0,0,"JP","GR","C","CP","033","CO"
"JP-GR-CC034","06","001",1940,1544,1865,0,5.8,0,0,1.4,4.4,0,0,"JP","GR","C","CP","034","CO"
"JP-GR-CC034","08","001",2661,7609,474,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","034","CO"
"JP-GR-CC034","09","001",859,1654,608,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","034","CO"
"JP-GR-CC034","10","001",1275,2867,608,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","034","CO"
"JP-GR-CC034","12","001",679,1323,1398,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","034","CO"
"JP-GR-CC034","13","001",721,1985,664,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","034","CO"
"JP-GR-CC034","17","001",1760,1764,0,1157,8.1,0,0,2.2,5.9,0,0,"JP","GR","C","CP","034","CO"
"JP-GR-CC038","06","001",818,993,740,0,7.9,0,0,4.2,3.7,0,0,"JP","GR","C","CP","038","CO"
"JP-GR-CC038","08","001",1358,2978,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","038","CO"
"JP-GR-CC038","09","001",527,551,474,597,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","038","CO"
"JP-GR-CC038","10","001",596,441,0,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","038","CO"
"JP-GR-CC038","12","001",347,772,911,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","038","CO"
"JP-GR-CC038","13","001",208,331,556,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","C","CP","038","CO"
"JP-GR-CC038","17","001",1109,2095,0,316,8.3,0,0,4.4,3.8,0.1,0,"JP","GR","C","CP","038","CO"
"JP-GR-GC001","06","001",249,772,1796,417,33.9,0,0,17.8,16.1,0,0,"JP","GR","G","CP","001","BM"
"JP-GR-GC001","08","001",3867,8381,3927,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","001","BM"
"JP-GR-GC001","09","001",984,2867,11436,1147,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","001","BM"
"JP-GR-GC001","10","001",1857,6727,16084,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","001","BM"
"JP-GR-GC001","12","001",0,0,7789,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","001","BM"
"JP-GR-GC001","13","001",430,4191,14268,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","001","BM"
"JP-GR-GC001","17","001",1899,4411,11578,0,2.6,0,0,2.2,0.4,0,0,"JP","GR","G","CP","001","BM"
"JP-GR-GC003","06","001",1095,2867,2174,0,34.1,0,0,17.4,16.7,0,0,"JP","GR","G","CP","003","BM"
"JP-GR-GC003","08","001",5100,8712,8022,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","003","BM"
"JP-GR-GC003","09","001",1857,5624,10236,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","003","BM"
"JP-GR-GC003","10","001",1746,2095,9134,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","003","BM"
"JP-GR-GC003","12","001",0,0,6776,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","003","BM"
"JP-GR-GC003","13","001",1317,4852,9456,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","003","BM"
"JP-GR-GC003","17","001",2814,6396,8867,3596,2.3,0,0,2.3,0,0,0,"JP","GR","G","CP","003","BM"
"JP-GR-GC005","06","001",513,1544,477,0,24.2,0,0,14.2,10,0,0,"JP","GR","G","CP","005","BM"
"JP-GR-GC005","08","001",4407,10256,1677,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","005","BM"
"JP-GR-GC005","09","001",1220,2647,1013,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","005","BM"
"JP-GR-GC005","10","001",1719,5955,3792,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","005","BM"
"JP-GR-GC005","12","001",0,0,2625,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","005","BM"
"JP-GR-GC005","13","001",1317,4411,5006,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","005","BM"
"JP-GR-GC005","17","001",1816,3750,5407,0,2,0,0,2,0,0,0,"JP","GR","G","CP","005","BM"
"JP-GR-GC010","06","001",166,551,0,0,20.9,0,0,6.5,14.4,0,0,"JP","GR","G","CP","010","BM"
"JP-GR-GC010","08","001",970,1323,608,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","010","BM"
"JP-GR-GC010","09","001",998,6176,477,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","010","BM"
"JP-GR-GC010","10","001",1788,1875,1674,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","010","BM"
"JP-GR-GC010","12","001",0,0,9098,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","010","BM"
"JP-GR-GC010","13","001",748,1985,1266,0,NA,NA,NA,NA,NA,NA,NA,"JP","GR","G","CP","010","BM"
